car_name,model_year,present_price,km_driven,seller_type,fuel_type,transmission_type,ownsership,selling_price
BMW 3,,625000,45833,Dealer,Diesel,Automatic,,2700000
Maruti Swift Dzire,,570000,10450,Dealer,Diesel,Automatic,,850000
Ford Ecosport,,3175000,11458,Dealer,Diesel,Manual,,990000
Volkswagen Vento,,2425000,79000,Dealer,Diesel,Manual,,349000
Mini Cooper,,4000000,22000,Dealer,Petrol,Automatic,,3875000
Volkswagen Polo,,3100000,63000,Dealer,Diesel,Manual,,645000
Maruti Swift,,2475000,25000,Individual,Petrol,Manual,,475000
Mercedes-Benz S-Class,,2255000,20000,Dealer,Diesel,Automatic,,5675000
Maruti Swift Dzire,,510000,23600,Dealer,Diesel,Automatic,,775000
Datsun RediGO,,1300000,15000,Individual,Petrol,Manual,,285000
Maruti Alto,,1570000,40000,Individual,Petrol,Manual,,350000
Ford Figo,,2250000,59000,Dealer,Diesel,Manual,,410000
Maruti Ciaz,,1290000,20000,Individual,Petrol,Manual,,820000
Ford Ecosport,,1175000,58100,Dealer,Diesel,Manual,,450000
Ford Aspire,,630000,90000,Individual,Diesel,Manual,,480000
Hyundai Grand,,1230000,11700,Individual,Diesel,Manual,,580000
Maruti Alto,,980000,110000,Individual,Petrol,Manual,,45000
Ford Figo,,925000,60000,Dealer,Diesel,Manual,,210000
Hyundai i10,,550000,40300,Dealer,Petrol,Manual,,335000
Maruti Swift Dzire,,2395000,59500,Individual,Diesel,Manual,,560000
BMW 5,,1725000,10500,Dealer,Diesel,Automatic,,5000000
Honda Amaze,,1310000,97000,Individual,Diesel,Manual,,400000
Audi A4,,12500000,52000,Dealer,Petrol,Automatic,,1400000
Mahindra KUV100,,400000,15000,Individual,Diesel,Manual,,500000
Maruti Ertiga,,510000,81754,Dealer,Diesel,Manual,,670000
Maruti Ertiga,,410000,74675,Dealer,Diesel,Manual,,499000
Maruti Dzire VXI,,2160000,51000,Dealer,Petrol,Manual,,485000
Ford Figo,,2120000,58481,Dealer,Diesel,Manual,,435000
Honda City,,2400000,62000,Dealer,Petrol,Manual,,200000
Renault KWID,,1950000,24000,Dealer,Petrol,Manual,,375000
Hyundai Grand,,2300000,44800,Individual,Petrol,Manual,,445000
Tata Harrier,,1050000,12750,Dealer,Diesel,Manual,,1750000
Hyundai Grand,,1950000,21065,Dealer,Petrol,Manual,,575000
Hyundai Verna,,1850000,16500,Dealer,Petrol,Manual,,771000
Mahindra XUV500,,995000,30000,Dealer,Diesel,Manual,,1475000
Tata Tiago,,1550000,35000,Individual,Petrol,Manual,,434000
Maruti Swift,,3250000,88466,Dealer,Petrol,Manual,,290000
Maruti Alto,,1175000,54171,Dealer,Petrol,Manual,,100000
Renault KWID,,490000,17500,Individual,Petrol,Manual,,360000
Maruti Ciaz,,1050000,6003,Trustmark Dealer,Petrol,Manual,,875000
Volkswagen Vento,,1620000,37000,Dealer,Petrol,Manual,,670000
Hyundai Verna,,1420000,70000,Individual,Diesel,Manual,,625000
Maruti Ciaz,,3750000,110000,Individual,Diesel,Manual,,700000
Maruti Baleno,,780000,14171,Dealer,Petrol,Manual,,750000
Toyota Fortuner,,1450000,266007,Dealer,Diesel,Automatic,,1300000
BMW 3,,1525000,76186,Dealer,Petrol,Automatic,,1500000
Ford Figo,,1650000,56000,Dealer,Petrol,Manual,,370000
Maruti Alto,,2280000,35000,Individual,Petrol,Manual,,240000
Skoda Superb,,1220000,55572,Dealer,Petrol,Automatic,,1065000
Tata Tiago,,1520000,20000,Individual,Petrol,Manual,,550000
Mahindra Scorpio,,1265000,92000,Dealer,Diesel,Manual,,295000
Maruti Wagon R,,2050000,39264,Dealer,Petrol,Manual,,450000
Ford Ecosport,,9100000,57000,Dealer,Diesel,Manual,,570000
Toyota Innova,,700000,161823,Dealer,Diesel,Manual,,790000
Hyundai Grand,,2275000,9000,Dealer,Petrol,Manual,,595000
Maruti Swift,,1730000,54000,Dealer,Petrol,Manual,,340000
Maruti Ciaz,,725000,135000,Individual,Diesel,Manual,,690000
Hyundai Creta,,820000,50000,Individual,Diesel,Manual,,870000
Maruti Wagon R,,2695000,80000,Individual,Petrol,Manual,,120000
Maruti Ignis,,1550000,41000,Individual,Diesel,Manual,,575000
Maruti Swift Dzire,,5700000,57000,Individual,Diesel,Manual,,420000
Renault KWID,,1900000,15000,Individual,Petrol,Manual,,410000
Hyundai Creta,,1900000,25000,Individual,Diesel,Manual,,1100000
Toyota Yaris,,1065000,25000,Individual,Petrol,Automatic,,1080000
Jaguar XF,,1810000,14000,Dealer,Diesel,Automatic,,4550000
Renault KWID,,3150000,10000,Individual,Petrol,Manual,,330000
BMW X1,,1085000,210000,Dealer,Diesel,Automatic,,800000
Ford Ecosport,,850000,13050,Dealer,Diesel,Manual,,875000
Toyota Innova,,2300000,91771,Dealer,Diesel,Manual,,1650000
Maruti Celerio,,1150000,41248,Dealer,Petrol,Automatic,,420000
Ford Ecosport,,2175000,66000,Dealer,Diesel,Manual,,775000
Honda City,,725000,10229,Dealer,Petrol,Manual,,1100000
Hyundai Venue,,420000,11000,Dealer,Petrol,Manual,,1075000
Renault KWID,,1620000,40500,Dealer,Petrol,Manual,,310000
Datsun RediGO,,2250000,35000,Individual,Petrol,Manual,,250000
Mahindra XUV500,,1450000,120000,Individual,Diesel,Manual,,560000
Tata Tigor,,1450000,35000,Individual,Petrol,Manual,,500000
Mahindra Bolero,,1120000,139000,Dealer,Diesel,Manual,,385000
Mahindra XUV500,,840000,59000,Dealer,Diesel,Automatic,,1185000
Hyundai Verna,,1165000,32000,Dealer,Petrol,Manual,,580000
Maruti Alto,,1200000,19369,Dealer,Petrol,Manual,,356000
Maruti Wagon R,,425000,82088,Individual,Petrol,Manual,,210000
Maruti Celerio,,1950000,22000,Individual,Petrol,Manual,,450000
Hyundai i20,,700000,90000,Individual,Diesel,Manual,,300000
Ford Figo,,3550000,96000,Dealer,Diesel,Manual,,425000
Maruti Ertiga,,1000000,36700,Dealer,Diesel,Manual,,895000
Hyundai i10,,1550000,80000,Individual,Petrol,Manual,,230000
Honda City,,3225000,68000,Dealer,Petrol,Manual,,500000
Maruti Vitara,,1650000,50000,Individual,Diesel,Manual,,775000
Maruti Wagon R,,1620000,44000,Dealer,Petrol,Manual,,410000
Hyundai Grand,,500000,29000,Dealer,Petrol,Manual,,495000
Maruti Swift,,2340000,49000,Dealer,Petrol,Manual,,325000
Ford Figo,,1120000,73000,Dealer,Petrol,Manual,,299000
Volkswagen Polo,,1570000,61000,Dealer,Petrol,Manual,,320000
Mercedes-Benz E-Class,,1720000,85000,Dealer,Diesel,Automatic,,975000
Maruti Wagon R,,1575000,14000,Individual,Petrol,Manual,,440000
Hyundai Grand,,1600000,5000,Individual,Petrol,Manual,,640000
Maruti Ertiga,,1600000,48000,Dealer,CNG,Manual,,649000
Maruti Swift,,2450000,42000,Dealer,Petrol,Manual,,525000
Mahindra XUV500,,1250000,46000,Dealer,Diesel,Manual,,1775000
Hyundai Creta,,1420000,70000,Dealer,Diesel,Manual,,1125000
Maruti Swift,,1480000,31000,Dealer,Diesel,Manual,,521000
Maruti Alto,,1650000,60000,Dealer,CNG,Manual,,260000
Hyundai Verna,,470000,40000,Individual,Diesel,Automatic,,980000
Ford Ecosport,,8500000,25000,Individual,Diesel,Manual,,950000
Maruti Ciaz,,480000,49500,Individual,Diesel,Manual,,700000
Maruti Alto,,1470000,22987,Trustmark Dealer,Petrol,Manual,,335000
Maruti Celerio,,1350000,30000,Individual,Petrol,Automatic,,450000
Mahindra XUV500,,1810000,220000,Individual,Diesel,Manual,,800000
Skoda Octavia,,1550000,48592,Dealer,Diesel,Manual,,1675000
Ford Ecosport,,670000,68281,Dealer,Diesel,Manual,,420000
Hyundai i20,,735000,38000,Dealer,Diesel,Manual,,875000
Volkswagen Polo,,470000,39000,Dealer,Diesel,Manual,,365000
Honda City,,600000,85000,Individual,Petrol,Manual,,530000
BMW 5,,460000,12000,Dealer,Diesel,Automatic,,3900000
Mercedes-Benz GL-Class,,1825000,40000,Dealer,Diesel,Automatic,,4700000
Mahindra XUV500,,470000,81000,Dealer,Diesel,Manual,,715000
Hyundai i10,,650000,51000,Dealer,Petrol,Manual,,175000
Maruti Ertiga,,900000,25000,Dealer,CNG,Manual,,795000
Volkswagen Vento,,975000,118000,Dealer,Diesel,Manual,,540000
Skoda Rapid,,1825000,57000,Dealer,Petrol,Manual,,295000
Toyota Fortuner,,2200000,100930,Dealer,Diesel,Automatic,,2925000
Maruti Baleno,,550000,7000,Individual,Petrol,Manual,,750000
Renault Duster,,430000,38000,Individual,Diesel,Manual,,580000
Hyundai i20,,630000,90000,Individual,Petrol,Manual,,535000
Maruti Vitara,,1570000,33254,Dealer,Diesel,Manual,,825000
Maruti Swift,,690000,11893,Trustmark Dealer,Petrol,Automatic,,660000
Ford Ecosport,,650000,36203,Dealer,Diesel,Manual,,725000
Volkswagen Polo,,1450000,86400,Dealer,Diesel,Manual,,565000
Hyundai Grand,,4985000,70000,Dealer,Petrol,Automatic,,430000
Ford Ecosport,,830000,47935,Dealer,Petrol,Automatic,,865000
Hyundai Verna,,480000,15000,Individual,Petrol,Manual,,970000
Maruti Ertiga,,740000,20000,Individual,Petrol,Manual,,750000
Hyundai i20,,1350000,65000,Dealer,Petrol,Manual,,300000
BMW 5,,2800000,48000,Dealer,Diesel,Automatic,,1290000
Hyundai i10,,600000,83347,Dealer,Petrol,Manual,,385000
Maruti Alto,,650000,49000,Dealer,Petrol,Manual,,270000
Mahindra KUV,,700000,43405,Trustmark Dealer,Diesel,Manual,,475000
Ford Ecosport,,1900000,60000,Individual,Diesel,Manual,,990000
Volkswagen Polo,,725000,21000,Dealer,Diesel,Manual,,865000
Maruti Alto,,1615000,77658,Dealer,CNG,Manual,,325000
Ford Figo,,2900000,79000,Dealer,Diesel,Manual,,365000
Honda City,,1295000,122671,Individual,Petrol,Manual,,140000
Honda WR-V,,450000,22500,Dealer,Petrol,Manual,,733000
Maruti Swift Dzire,,645000,107000,Dealer,Diesel,Manual,,285000
Maruti Swift,,880000,100000,Individual,Diesel,Manual,,325000
Hyundai Verna,,1425000,90000,Individual,Diesel,Manual,,630000
Honda City,,1420000,62000,Dealer,Diesel,Manual,,580000
Hyundai i20,,2075000,78000,Individual,Diesel,Manual,,215000
Honda City,,455000,57762,Dealer,Petrol,Manual,,550000
Hyundai Grand,,1825000,39000,Dealer,Petrol,Manual,,360000
Maruti Ciaz,,595000,58000,Dealer,Petrol,Manual,,725000
Hyundai i10,,2150000,94000,Individual,Petrol,Manual,,222000
Hyundai i20,,845000,50000,Dealer,Petrol,Manual,,275000
Honda City,,1720000,89500,Dealer,Petrol,Manual,,249000
Maruti Alto,,1320000,13413,Dealer,Petrol,Automatic,,485000
Ford Figo,,690000,106000,Dealer,Diesel,Manual,,285000
Maruti Ertiga,,2500000,60000,Individual,Petrol,Manual,,650000
Maruti Baleno,,1720000,4300,Dealer,Petrol,Automatic,,790000
Maruti Ciaz,,1435000,45185,Dealer,Diesel,Manual,,875000
Maruti Eeco,,1600000,30000,Individual,Petrol,Manual,,370000
Mahindra XUV500,,6000000,120442,Dealer,Diesel,Manual,,825000
Maruti Wagon R,,1500000,25000,Dealer,CNG,Manual,,385000
Toyota Innova,,1200000,225000,Individual,Diesel,Manual,,1350000
Maruti Swift Dzire,,1410000,45000,Dealer,Petrol,Manual,,340000
Renault KWID,,475000,25000,Individual,Petrol,Manual,,330000
Datsun RediGO,,1715000,22500,Dealer,Petrol,Manual,,280000
Hyundai Verna,,1660000,23000,Dealer,Petrol,Automatic,,1050000
Renault Duster,,1700000,250000,Individual,Diesel,Manual,,550000
Hyundai i20,,1850000,30000,Individual,Petrol,Manual,,635000
Honda City,,800000,50000,Dealer,Diesel,Manual,,825000
Tata Hexa,,650000,84523,Dealer,Diesel,Manual,,1198000
Hyundai i20,,2800000,50000,Individual,Petrol,Manual,,530000
Maruti Swift,,700000,40000,Individual,Diesel,Manual,,630000
Hyundai i20,,1020000,33181,Trustmark Dealer,Petrol,Manual,,625000
Renault Duster,,1235000,90000,Individual,Diesel,Manual,,300000
Maruti Swift Dzire,,730000,11437,Dealer,Petrol,Automatic,,699000
Honda City,,1550000,58000,Dealer,Petrol,Manual,,455000
Maruti Celerio,,1410000,29000,Dealer,Petrol,Automatic,,465000
Maruti Swift,,890000,100000,Individual,Petrol,Manual,,320000
Maruti Swift Dzire,,2200000,120000,Individual,Diesel,Manual,,350000
Maruti Alto,,750000,59000,Dealer,CNG,Manual,,300000
Skoda Rapid,,870000,80000,Dealer,Diesel,Manual,,525000
Maruti Ciaz,,720000,450003,Dealer,Petrol,Manual,,690000
Volkswagen Vento,,540000,100000,Dealer,Diesel,Manual,,525000
Volkswagen Polo,,975000,52000,Dealer,Diesel,Manual,,775000
Maruti Vitara,,1700000,12509,Trustmark Dealer,Diesel,Manual,,875000
Toyota Innova,,3130000,57000,Dealer,Petrol,Manual,,1450000
Toyota Innova,,2090000,113000,Dealer,Diesel,Manual,,1125000
Maruti Swift,,2850000,112454,Dealer,Diesel,Manual,,440000
Honda City,,615000,47000,Dealer,Petrol,Manual,,445000
Maruti Ertiga,,480000,42000,Dealer,Diesel,Manual,,750000
Maruti Alto,,4100000,40000,Individual,Petrol,Manual,,260000
Honda Jazz,,2375000,41000,Dealer,Petrol,Automatic,,725000
Mercedes-Benz S-Class,,1070000,100000,Dealer,Petrol,Automatic,,1285000
Maruti Ciaz,,1650000,8500,Individual,Petrol,Manual,,950000
Hyundai Creta,,850000,48000,Dealer,Diesel,Automatic,,1175000
Honda City,,1550000,27880,Dealer,Petrol,Automatic,,1145000
Maruti Wagon R,,1150000,8401,Dealer,Petrol,Automatic,,545000
Maruti Swift,,285000,108000,Dealer,Diesel,Manual,,275000
Hyundai Verna,,1265000,48000,Individual,Diesel,Manual,,325000
Hyundai i20,,1370000,98000,Dealer,Diesel,Manual,,625000
Mahindra Bolero,,1230000,2000,Individual,Diesel,Manual,,800000
Ford Ecosport,,845000,41500,Dealer,Petrol,Automatic,,649000
Ford Figo,,890000,42000,Dealer,Diesel,Manual,,460000
Maruti Swift Dzire,,730000,85000,Dealer,Diesel,Manual,,340000
Maruti Ertiga,,620000,86000,Individual,Diesel,Manual,,700000
Ford Ecosport,,1010000,61087,Dealer,Petrol,Automatic,,785000
Volkswagen Vento,,2950000,120000,Individual,Diesel,Manual,,450000
Ford Aspire,,770000,40000,Individual,Diesel,Manual,,700000
Skoda Rapid,,795000,70000,Individual,Diesel,Manual,,450000
Audi A4,,1220000,80000,Dealer,Diesel,Automatic,,1400000
Toyota Yaris,,1390000,25017,Dealer,Petrol,Automatic,,950000
Maruti Alto,,2600000,68000,Dealer,Petrol,Manual,,265000
Honda City,,900000,65000,Dealer,Petrol,Manual,,110000
Mercedes-Benz C-Class,,1570000,59000,Dealer,Petrol,Automatic,,650000
Maruti Baleno,,950000,9000,Dealer,Petrol,Manual,,595000
Hyundai i20,,1250000,49515,Dealer,Petrol,Manual,,485000
Hyundai Santro,,1600000,52000,Dealer,Petrol,Manual,,235000
Honda City,,930000,68000,Individual,Diesel,Manual,,630000
Toyota Innova,,2830000,117306,Dealer,Diesel,Manual,,800000
Tata Tiago,,1120000,31000,Dealer,Petrol,Manual,,475000
Maruti Baleno,,2650000,40000,Dealer,Diesel,Manual,,725000
Maruti Alto,,840000,30112,Dealer,CNG,Manual,,360000
Hyundai i20,,2300000,18000,Individual,Diesel,Manual,,600000
Honda Jazz,,1840000,44000,Dealer,Diesel,Manual,,630000
Hyundai Grand,,1600000,8700,Dealer,Petrol,Manual,,475000
Renault KWID,,1650000,47000,Dealer,Petrol,Manual,,225000
Toyota Camry,,1390000,100000,Dealer,Petrol,Automatic,,1100000
Skoda Superb,,2150000,59000,Dealer,Petrol,Automatic,,449000
Maruti Swift Dzire,,3265000,11000,Dealer,Petrol,Manual,,645000
Ford Ecosport,,3450000,36520,Dealer,Diesel,Manual,,1090000
Maruti Swift Dzire,,500000,90000,Individual,Diesel,Manual,,550000
Mahindra XUV500,,1395000,67000,Individual,Diesel,Manual,,960000
Hyundai Creta,,1100000,56000,Individual,Diesel,Manual,,875000
Maruti Ertiga,,1480000,94000,Dealer,Diesel,Manual,,585000
Honda City,,500000,43000,Dealer,Petrol,Automatic,,675000
Toyota Innova,,710000,36000,Individual,Diesel,Manual,,2150000
Maruti Ignis,,2485000,7500,Dealer,Petrol,Automatic,,625000
Hyundai i20,,1390000,32000,Dealer,Petrol,Manual,,690000
Skoda Rapid,,625000,22500,Individual,Diesel,Manual,,600000
Maruti Ciaz,,2150000,72000,Dealer,Diesel,Manual,,560000
Maruti Baleno,,650000,50000,Individual,Diesel,Manual,,625000
Volkswagen Polo,,1550000,70000,Individual,Petrol,Automatic,,700000
Volkswagen Polo,,740000,50000,Dealer,Petrol,Manual,,395000
Maruti Swift Dzire,,2000000,40000,Individual,Diesel,Automatic,,700000
Toyota Innova,,1030000,139000,Dealer,Diesel,Manual,,850000
Hyundai i20,,1850000,60000,Individual,Petrol,Manual,,700000
Toyota Innova,,1100000,20000,Dealer,Diesel,Automatic,,1835000
Maruti Wagon R,,880000,65000,Dealer,Petrol,Manual,,276000
Toyota Fortuner,,1280000,59000,Dealer,Diesel,Automatic,,1875000
Maruti Ciaz,,680000,90000,Individual,Diesel,Manual,,800000
Maruti Celerio,,2475000,15000,Individual,Petrol,Manual,,316000
Maruti Swift Dzire,,1580000,10000,Individual,Petrol,Automatic,,760000
Renault KWID,,2350000,15000,Individual,Petrol,Manual,,299000
Hyundai Grand,,830000,55738,Dealer,Petrol,Automatic,,440000
Hyundai i20,,2400000,15000,Individual,Petrol,Manual,,660000
Honda City,,655000,120000,Individual,Petrol,Manual,,130000
Honda Civic,,1250000,16502,Dealer,Petrol,Automatic,,2100000
Maruti Swift Dzire,,2650000,170000,Individual,Diesel,Manual,,250000
Renault KWID,,1650000,26500,Individual,Petrol,Manual,,360000
Honda City,,2375000,68000,Dealer,Diesel,Manual,,475000
Maruti Swift,,1669000,36967,Dealer,Petrol,Manual,,462000
Honda City,,2290000,24541,Dealer,Petrol,Manual,,555000
Hyundai i20,,2050000,69500,Dealer,Diesel,Manual,,500000
Toyota Innova,,2250000,200000,Individual,Diesel,Manual,,690000
Volkswagen Vento,,1400000,37959,Dealer,Petrol,Automatic,,850000
Mercedes-Benz C-Class,,5300000,17000,Dealer,Diesel,Automatic,,3350000
Ford Ecosport,,1625000,60000,Dealer,Diesel,Manual,,425000
BMW X3,,1550000,66000,Dealer,Diesel,Automatic,,2195000
Mahindra XUV500,,1450000,137000,Individual,Diesel,Manual,,850000
Maruti Vitara,,2270000,68000,Dealer,Diesel,Manual,,800000
Maruti Swift Dzire,,2600000,80000,Individual,Diesel,Manual,,575000
Maruti Swift Dzire,,1150000,69000,Dealer,Diesel,Manual,,685000
BMW 3,,2850000,69000,Dealer,Diesel,Automatic,,2145000
Hyundai Creta,,1385000,50000,Individual,Diesel,Manual,,1000000
Hyundai Tucson,,3600000,19500,Dealer,Petrol,Automatic,,1785000
Volkswagen Polo,,3875000,64000,Dealer,Petrol,Automatic,,650000
Hyundai i20,,565000,120000,Individual,Diesel,Manual,,650000
Volkswagen Polo,,1330000,50000,Individual,Petrol,Manual,,600000
Hyundai Verna,,2250000,57000,Dealer,Petrol,Manual,,649000
Maruti Ciaz,,3350000,25000,Individual,Diesel,Manual,,780000
Maruti Swift Dzire,,1470000,20000,Individual,Petrol,Manual,,450000
Maruti Ciaz,,1250000,90000,Individual,Diesel,Manual,,850000
BMW X1,,550000,91000,Dealer,Diesel,Automatic,,1195000
Honda Amaze,,430000,48000,Dealer,Diesel,Manual,,470000
Maruti Alto,,3225000,35000,Individual,Petrol,Manual,,260000
Renault KWID,,950000,26233,Dealer,Petrol,Manual,,345000
Maruti Eeco,,730000,13500,Individual,Petrol,Manual,,420000
Maruti Ertiga,,2300000,10000,Individual,Petrol,Manual,,940000
Honda Jazz,,650000,19000,Dealer,Petrol,Manual,,655000
Hyundai Creta,,2200000,22000,Dealer,Petrol,Automatic,,1075000
Maruti Vitara,,1095000,35000,Dealer,Diesel,Manual,,810000
Hyundai Verna,,1300000,78125,Dealer,Petrol,Manual,,450000
Skoda Rapid,,585000,57118,Dealer,Diesel,Automatic,,560000
Maruti Ertiga,,1575000,19000,Dealer,Diesel,Manual,,925000
Skoda Rapid,,1600000,65000,Dealer,Diesel,Manual,,248000
Hyundai Grand,,1530000,42000,Individual,Petrol,Manual,,582000
Maruti Swift Dzire,,1610000,52000,Individual,Petrol,Manual,,440000
Hyundai Verna,,1390000,78333,Dealer,Diesel,Manual,,450000
Toyota Fortuner,,1100000,70000,Individual,Diesel,Manual,,2800000
Maruti Celerio,,1350000,43000,Dealer,CNG,Manual,,435000
Mahindra Bolero,,2650000,35000,Individual,Diesel,Manual,,260000
BMW 5,,835000,12000,Dealer,Diesel,Automatic,,4900000
BMW 3,,780000,49000,Dealer,Diesel,Automatic,,2700000
Mercedes-Benz E-Class,,570000,62000,Dealer,Petrol,Manual,,1650000
Volkswagen Polo,,375000,25000,Dealer,Diesel,Manual,,475000
Toyota Innova,,890000,127000,Dealer,Diesel,Manual,,980000
Hyundai i20,,1260000,28056,Dealer,Petrol,Manual,,576000
Volkswagen Polo,,540000,43439,Dealer,Petrol,Manual,,535000
Maruti Swift,,1450000,59844,Dealer,Diesel,Automatic,,675000
Maruti Alto,,1400000,30000,Individual,Petrol,Manual,,300000
Maruti Vitara,,360000,20000,Individual,Diesel,Manual,,950000
Maruti Swift,,2125000,53000,Dealer,Petrol,Manual,,390000
Honda Civic,,830000,90000,Individual,Petrol,Manual,,235000
Mercedes-Benz E-Class,,1400000,50000,Dealer,Diesel,Automatic,,2400000
Mahindra XUV500,,400000,74000,Dealer,Diesel,Manual,,599000
Maruti Wagon R,,1350000,55000,Dealer,Petrol,Manual,,250000
Maruti Alto,,1000000,40000,Individual,Petrol,Manual,,100000
Renault KWID,,1200000,13000,Dealer,Petrol,Manual,,290000
Maruti Alto,,1550000,40000,Individual,Petrol,Manual,,230000
Mahindra Bolero,,2125000,30000,Individual,Diesel,Manual,,750000
Tata Tiago,,11500000,31805,Dealer,Petrol,Manual,,499000
Maruti Alto,,1150000,32875,Trustmark Dealer,Petrol,Manual,,360000
Hyundai Verna,,1550000,74832,Dealer,Petrol,Manual,,550000
Ford Ecosport,,895000,26000,Dealer,Petrol,Manual,,725000
Maruti Alto,,1750000,90000,Individual,Petrol,Manual,,115000
Maruti Ertiga,,1550000,76000,Dealer,Diesel,Manual,,960000
Hyundai i10,,410000,57390,Dealer,Petrol,Manual,,125000
Honda Jazz,,2100000,24265,Dealer,Petrol,Manual,,635000
Maruti Alto,,790000,9100,Dealer,Petrol,Manual,,210000
Skoda Octavia,,1850000,38981,Dealer,Petrol,Automatic,,1780000
Audi Q7,,775000,54000,Dealer,Diesel,Automatic,,6350000
Volkswagen Polo,,1720000,30171,Dealer,Petrol,Automatic,,690000
Maruti Swift Dzire,,1500000,122000,Individual,Diesel,Manual,,700000
Hyundai i10,,550000,40000,Individual,Petrol,Manual,,350000
Maruti Swift Dzire,,875000,101000,Dealer,Diesel,Manual,,580000
Maruti Vitara,,785000,50000,Individual,Diesel,Manual,,950000
Maruti Swift Dzire,,1200000,46000,Dealer,Petrol,Automatic,,550000
